node_u,node_v
57120,142322
129842,34090
57163,52960
118546,298098
32406,258460
122980,123489
223253,170047
277338,54640
160813,107672
8927,230509
156646,82509
88187,20918
280675,242727
164347,266845
34717,130357
298061,123192
2097,114
87512,104063
276573,33561
211637,102006
231255,243924
232807,21326
300710,145262
205330,114422
43001,185560
118171,68647
84415,307365
88363,209818
160408,227209
76341,216197
290578,1072
268941,140789
38987,212775
115041,173299
121481,171590
111979,2818
181221,84968
297746,37912
167128,207849
87272,94722
74188,8648
123586,275761
237434,7424
163345,107380
56851,240270
306436,119820
288633,312159
307519,247296
193638,42207
40833,151257
33072,6783
20840,185334
180936,205940
74052,260331
296649,312719
280309,279400
189029,268074
140766,131231
269306,192673
233503,111279
277120,241304
43804,181024
217044,70189
63399,58474
48450,225469
129072,23310
160442,312887
148067,207070
36362,176645
149273,195511
46305,19399
260688,140517
191313,144671
59229,221143
212120,163926
251050,132660
224040,86201
226862,269645
158834,98838
130770,305864
231708,194762
72631,246269
244657,302842
14696,232509
59472,189493
29926,108845
49450,53242
136036,82096
46380,11072
181530,270496
226085,68227
245816,128655
90793,117530
184362,310137
230742,216691
249609,279095
153965,152716
190059,267804
89065,216719
258694,131807
309529,85206
24623,144248
160285,281701
300171,227139
200397,168979
44264,120462
14981,177485
256689,256371
46633,161811
185336,13934
124747,54999
55656,136523
74175,171607
97144,295366
42407,259714
107394,219914
177386,147510
66701,152913
144351,103992
250722,290958
235235,14046
101863,286334
308879,227120
121913,162481
52157,56744
162430,122747
271307,93208
223591,208258
269311,55759
286229,53884
196880,309268
196392,125002
141876,282998
111869,305176
251530,200575
55106,136155
170609,187183
301773,251297
55158,156719
301792,116869
30862,108269
230951,141113
304358,108848
127660,39722
269649,211237
126824,209502
24234,11673
57293,121016
39289,16293
170769,308868
141362,304725
5645,296327
279098,23992
195571,65567
244793,184367
150926,31325
208139,249182
124356,115829
171296,159671
265130,310534
180184,82682
17653,213314
312796,135954
204513,241060
289620,281393
3538,76121
246021,243145
103933,2128
161729,145083
36201,215709
281530,152699
112556,147319
159922,4706
147460,279147
128131,150273
88302,196195
210313,84058
276536,109595
123958,61155
97098,45403
44038,277267
58262,93671
301942,228223
3443,99468
111805,62349
105780,186947
252018,261107
233217,169504
161686,123333
19135,248566
39631,118800
98071,91489
151784,259753
190123,183253
17797,49805
242924,62120
231446,132272
123923,285096
241748,72257
18877,182840
193953,296561
218456,259009
194486,208310
95346,299961
288689,207380
293939,263351
233888,191930
244169,126876
297930,201986
194225,52608
28043,50057
146196,66236
185031,107053
43416,197621
72182,301461
209862,181661
285462,217389
12645,25544
51726,212380
128582,221806
199827,73768
287572,84019
230583,166266
239680,105226
111041,80134
234826,305186
296167,119698
23555,281103
106753,296172
265501,39080
311505,143103
228767,197866
95214,176006
249472,22572
169950,58639
117195,86415
36233,137711
205508,141616
290133,4826
279818,97503
245404,242030
154778,20773
127475,167625
41490,55985
157367,83657
251683,250330
268279,118616
74583,124378
77573,236711
242873,173860
290109,194023
269643,174294
32997,66853
82581,150794
143258,209811
307762,50887
164530,140974
41803,142742
255001,80587
130457,269033
104643,10336
186933,180406
275581,227804
163854,190480
289110,157795
215800,260004
304346,129462
307229,3085
289201,93088
92502,190741
307069,153919
244531,286823
179576,179194
292324,154601
138796,280665
86884,170973
273352,270399
276460,252218
186098,296023
210382,267317
106373,137538
28781,65344
96178,283306
146320,164332
11879,95625
114269,112774
127776,23302
261990,108563
79240,9495
161255,260616
18011,251212
204658,22673
8251,240307
24780,242207
242759,10390
248061,185600
245860,246276
169181,26626
281889,299632
130210,245927
286844,174491
231642,255582
98413,154195
280544,75851
115880,75926
26333,136943
134995,70741
97994,87245
219561,135383
113985,44966
303355,157600
253479,180071
126425,148407
67633,138424
100350,105512
299397,79208
150705,223593
127776,169464
56286,232545
61619,203426
104578,66938
56722,213994
136436,102369
131076,183359
45019,262707
93808,79128
243228,304286
147762,128014
77140,286306
77808,65074
115498,99752
242304,18379
219336,308796
81238,52819
300576,180794
132833,4647
217290,69793
164608,129528
41090,48468
163989,91665
98318,274151
241420,195856
285921,101004
137869,175613
208431,141754
116142,89281
290349,248836
2420,308647
120076,82560
129946,111204
20436,18303
122202,205040
39406,93097
248333,200515
8145,64969
1837,149516
14160,274424
157123,174794
23480,12533
252098,289679
48970,292419
114041,286695
244361,221932
159849,275331
32059,117947
29154,214767
88162,183183
41768,221656
171346,94982
274479,44293
229119,271647
266571,13774
141000,8932
5280,3461
140871,241340
100143,287915
173771,209467
6456,130749
119528,100800
160488,272937
27692,9296
198422,172667
195636,115121
310542,74251
219326,144111
226259,281648
109126,267829
286637,303696
179125,117874
165576,44344
83671,208465
153700,128571
259476,218502
22854,176990
112857,201423
156903,209379
168632,297668
159233,33043
2884,81886
304966,131434
31675,93025
238782,225094
311635,270625
136496,185002
8863,160664
261413,96980
52389,147939
276312,226344
102417,29390
113124,94686
211771,309473
124548,52333
306059,260428
15093,234972
78078,143526
221801,78525
12627,78059
223225,170922
167757,146345
273724,117596
160498,148782
20438,119866
134131,111424
69324,177110
71354,168451
156773,17380
70860,62905
271277,173374
114414,185310
240111,32006
39207,120304
37791,62844
295166,242677
63928,195871
256421,12487
111449,227073
121646,198775
212924,53235
94688,254777
179545,93667
98300,118570
174842,135473
267227,107530
130814,192386
223064,235398
139073,196213
51909,172291
290434,199631
83727,308260
71497,305902
273826,285646
228834,150567
232570,63490
3911,174299
276278,13524
732,243536
11645,170904
135218,51606
55647,281816
52133,186497
29907,218742
153035,205904
147519,105462
27885,10935
92869,272689
234774,59696
136986,83744
278219,28276
229222,148668
6661,277818
71707,135148
311712,61206
274475,195281
101796,132114
251114,226972
137443,264780
193531,306841
195366,36455
18300,25044
24923,134150
40027,173669
226624,126064
268932,228630
112699,43346
154625,706
10966,87075
214187,38990
43326,221852
301921,157730
154551,120736
61627,185726
199007,44820
150071,56927
309435,96562
121833,57759
209258,75773
119769,114024
31585,7438
106039,235158
289298,32447
166557,212118
195805,192600
253334,13137
112379,110409
256164,29190
134947,101716
209314,116658
83251,195915
81073,57257
232352,189106
86597,289770
305741,121055
56123,95974
39396,92973
274495,226864
164570,211754
129945,207619
88009,84813
169718,237695
308747,13875
276796,152382
66173,100755
78426,40953
6270,58422
104573,290627
234879,183526
279279,302942
260907,27294
305318,181483
558,39298
120143,102584
78270,129106
243687,210267
167851,236528
223051,64826
20159,229412
303437,118977
199936,61917
291962,184108
312407,88617
219353,181423
9254,254182
152543,81235
131836,191690
57186,250877
97745,100923
64540,269155
74730,87145
104544,11196
65504,4823
4078,265241
103362,161170
298017,288974
193580,42443
311860,102051
33741,73592
90961,41862
247151,158656
82157,191932
65253,260561
289114,73967
59131,142803
281593,98923
92161,104712
115791,122727
201949,99291
39762,248538
25050,262552
256429,250215
234046,210104
259555,68614
218101,136080
7601,134517
300691,143813
69238,194980
307626,91821
75727,128771
36168,222621
113586,162647
142831,153638
257517,9277
117572,203968
51940,46070
121840,49067
37829,14043
64255,13195
70015,23821
122974,133995
64107,294950
118712,204853
174999,2196
281000,35869
225867,92372
154127,129151
172549,155157
288018,240193
270623,123847
81061,205216
304018,120532
165171,92749
31012,210421
162817,97921
23755,293548
34032,203361
310094,65296
29228,22606
201204,215512
193380,182583
119635,305059
175990,173487
265943,166842
174899,97901
230743,108709
153940,7248
10228,90780
299470,14539
125020,97797
126708,290041
199270,122021
51560,228780
252010,265221
43530,312569
61924,308143
14287,220899
54575,166748
132086,155314
86158,248798
246588,175722
262983,180697
285364,33819
208152,89138
186011,211600
84518,156403
250085,81549
254288,307742
37832,282907
301885,206084
273557,140618
222627,24242
202954,83865
152152,98946
14018,43426
219286,143338
49316,282762
71534,139732
36528,30660
115152,230924
225827,98397
251844,34287
43907,194296
30751,173352
123168,305543
93965,190164
255160,75827
24635,257698
239623,297004
193850,292610
307055,294174
228654,27988
165510,125581
226470,206393
31472,77692
32968,273358
198291,307455
31804,21431
254649,280553
221529,143122
127089,189776
17310,213924
212902,8702
129734,293902
215974,100177
254984,101197
285966,130598
179261,185792
302132,75167
232634,303632
167036,153490
186246,248403
7026,224496
198014,226667
238735,58994
262696,2824
311180,140435
232245,248050
276114,6733
192844,147786
216528,260646
82152,13885
251146,156517
187466,122955
76252,137240
237912,264980
204557,284629
262173,239218
197919,221172
89125,139600
14009,56645
237350,298306
15110,25908
237252,74442
180356,56874
178042,214553
224066,309397
1251,265447
224892,66913
85705,289582
125142,14378
154243,170973
41924,150792
26497,286918
195591,91157
199885,237995
268374,138471
118261,8088
102530,56394
94502,106657
174484,302174
278186,4429
139202,153342
225124,33233
62624,173489
161910,295327
245269,283359
32564,208496
124655,233781
188518,38553
157410,199223
21332,267988
159307,211071
9615,89888
303585,85384
199718,52940
91715,195898
43349,21151
203505,78900
152229,182735
249306,311262
189941,212993
138092,141158
43596,121390
171146,246729
136581,95600
103812,241653
234773,256083
282397,79199
272789,96169
222000,145296
216407,45625
167965,42341
206845,180722
204828,73146
168684,302034
252509,270198
20987,273091
14912,173913
6541,124530
155385,158860
42312,98011
105798,162343
145252,53361
253600,274752
201020,202489
138214,243049
171035,283324
296271,264269
127301,39756
8861,100887
42269,109054
288584,51744
141857,41209
107172,118106
250242,58025
196530,283056
241275,263175
271554,95388
85806,24330
134192,171892
166406,77376
269379,158903
255019,168128
26667,34372
10655,241112
58336,128972
184925,66330
279775,228303
161756,68670
147576,31717
156534,215127
198837,132360
212386,107159
25632,23674
17010,142232
219200,235127
201288,228032
214843,163360
3386,282516
77109,121725
224322,69268
71682,24056
384,147344
192222,154726
269802,42369
179034,214920
145776,234600
109238,66176
112771,224484
275020,246018
254060,179113
97880,102441
87809,99106
8923,198522
118528,247765
305831,147798
129472,242980
108966,103949
53128,307996
156503,23105
259141,246894
247579,192494
50380,309462
202490,220768
131234,187016
188831,48905
89523,266021
220363,288470
3814,272856
214406,286468
278467,41074
178836,131342
190203,310720
218759,275166
242662,30889
232964,237295
259373,207468
245155,161933
165272,49714
283365,110391
248818,228193
257079,68555
210329,215318
276802,16507
281731,202542
268442,57252
192307,242731
258701,59686
110720,120546
169094,240944
196607,285821
287262,2828
9037,176835
254949,41841
206913,120263
247615,133887
155608,166185
155848,22449
153745,26832
123246,106481
3205,20595
131632,188347
128549,76197
93242,256464
119273,115511
149973,111670
170485,3200
199634,124695
279226,44192
45440,222559
94132,286255
26607,31393
190533,87515
33681,208235
72129,207843
74262,91897
218490,259838
23953,157377
84670,172243
223496,248103
292729,65331
136389,1111
289525,126047
83685,167973
290835,5387
221358,189947
287128,278716
281733,299958
244379,207823
285485,250148
290168,184829
92249,262722
256356,293792
36800,306161
224856,277483
193553,76355
151127,246817
296253,194019
109512,52266
259248,130240
310540,217649
243498,58864
244067,39489
216269,79794
160822,121756
168309,82521
130100,158547
258120,306291
234254,173048
74277,175156
253537,263411
306219,254213
252454,103467
284984,18326
219334,275289
70214,160688
91134,15906
30366,219107
305437,44152
196094,124608
70003,10472
45977,58308
144552,113056
7323,228731
14148,269445
252723,309734
75447,290090
282129,22463
246451,123899
3441,116532
167382,63120
169970,62230
136,196470
66631,4172
244332,144906
76531,143577
174417,182791
225759,222148
85574,285639
212037,168063
95118,173524
74186,257716
78312,168263
184422,49806
130243,199189
262626,214829
311710,16787
54634,84881
223484,57989
301945,175516
63565,182671
160221,302519
54277,240985
307363,218575
243994,84415
101487,51634
277561,303130
222491,274887
196849,160155
5624,122533
84318,3437
89743,119166
306650,139979
23749,153378
100472,145097
208340,112588
279708,303631
30197,40295
126917,241196
35250,85561
297596,65541
181318,146164
168391,167842
51768,262350
277034,72676
173455,143758
238096,104478
217564,259887
294355,144752
240076,168812
272543,247953
251272,271294
86622,48453
270111,6784
210428,100458
215408,49343
162785,108709
153706,312074
193664,63811
28973,287881
225740,310256
209214,224454
32474,207906
208295,175631
265241,203559
161371,57204
15096,102424
312086,166224
303607,53540
166241,56145
283053,270739
304135,90727
145068,131198
50224,248311
284984,223671
180272,2239
217054,13690
56837,158512
180538,116843
242713,217364
292397,279560
85811,269998
246432,170249
58229,51843
184124,112023
221126,250400
7680,243305
162125,312357
12890,140208
15295,6119
198297,227514
151782,254356
289574,66335
249636,199056
303782,126157
79027,166168
144651,199714
32832,172061
273462,162716
300000,204213
113386,108654
230751,169560
33742,282279
224815,27393
235848,223613
262499,272587
263454,304257
239182,72761
250001,100303
134477,221486
8408,261671
2638,70424
102614,54633
90894,308978
91174,47428
73518,73544
209222,68902
201055,250364
177128,250152
304941,275746
310036,189996
301192,202784
173625,265001
297173,21434
34524,50929
256009,133365
42277,71006
147035,93618
78308,217876
254560,84440
200957,84875
9699,75621
136815,12353
76253,278414
188564,136642
201347,192004
312723,47638
25425,53720
272592,68233
285790,51573
249738,151209
201508,118320
37081,303271
262648,209021
206498,156284
117094,15343
207089,220349
84216,301565
116377,197535
3274,163580
62633,139604
223273,45003
104936,140335
14017,308037
265254,56917
193098,304456
56042,272497
221441,300900
68135,121687
99908,201955
135775,102488
107237,173892
287514,60846
59891,98199
266803,140443
153268,4447
44070,140565
100383,261931
137838,15923
148199,205566
75640,121599
44436,128300
140915,130997
289804,178577
290692,283798
168950,58512
196939,200389
101869,31800
84014,77974
52194,172956
247645,31639
169394,164110
174481,71065
163438,186655
105865,170603
114304,160534
271045,263112
277924,118517
197491,242409
39792,259414
29003,240803
234419,62548
104142,115803
244215,272993
280584,269891
37723,48527
223354,247188
304197,302448
225045,260728
16354,234962
99761,281048
68510,207577
285211,295401
34175,17664
3207,259442
75205,209021
189953,248198
229549,14000
57324,199421
108424,175295
305819,44059
6205,135679
192332,194550
225362,296916
27742,97631
295445,87277
130777,191766
47215,288031
84488,123587
204676,79563
271144,51109
193634,51927
228549,279758
220180,303782
136270,117255
274180,121374
241974,29111
186905,127957
146965,267497
306864,124598
124272,250275
235195,161114
220629,159619
120115,69226
258073,59130
286203,241396
45727,297577
231171,14602
252663,225591
12219,217288
151234,120785
96244,9088
103168,249206
258588,122888
242417,153686
91702,82865
234116,203083
107132,113669
35899,156821
164385,216467
24813,229291
275234,227722
308558,101061
85038,232419
82561,10755
23591,230779
52605,121501
237495,68313
226007,307486
27434,62090
288833,237544
91662,309544
153688,25290
114648,136442
47941,48403
92223,255487
192176,167505
209812,3194
56561,246066
97153,128745
171665,125034
219454,123755
123058,98111
40385,240484
77555,141525
247458,288152
150904,69940
76535,213908
38856,239935
17347,1904
122661,212543
235650,47867
261779,90371
131047,39912
241651,252546
266881,55008
129299,79833
166452,172430
176621,121994
177602,48039
264610,80151
90864,27505
145782,244027
225654,2701
18088,264635
137591,36661
46473,234489
86484,87532
190593,110974
288483,249811
300385,183664
232989,304505
31695,111715
5621,205057
267014,174603
86519,273390
248937,150275
302592,185510
2998,264891
47377,214303
41087,21671
41238,83264
263337,133636
167036,292467
273815,190713
5790,123763
160788,216680
232916,90998
307438,127811
221717,44475
153987,38886
2451,160483
191012,265182
288358,215660
215475,93506
189366,198383
261959,144768
40704,85721
308916,116855
91832,25928
296512,179711
20525,120043
23214,169344
268388,215324
115219,64616
106205,284246
62337,145117
178742,191435
276830,53068
277649,30875
11724,233911
262557,288018
121777,196591
102445,39751
232648,63126
105219,284861
116347,273715
67447,150243
40035,12081
150988,142553
128999,161913
149998,176221
30789,251645
115388,4887
24528,216427
216403,63441
256078,152738
218732,164652
290489,181084
213770,52132
258546,223702
129680,298101
91997,129693
29886,211196
248313,71566
281297,91479
138171,144855
283618,71529
35334,293481
268069,48280
162975,182004
67795,233140
284407,73430
78886,50007
104122,184812
165918,220317
102876,4061
145848,1264
7723,133964
194590,128504
76601,216359
110405,46133
12276,267214
43244,138059
289298,284495
111243,28057
120606,211339
174433,39329
173281,149923
113532,58606
270518,271298
103201,204701
163574,234530
290271,240388
74579,164874
246439,287234
307788,61649
223136,171046
222595,99413
58739,28407
226774,272249
105222,55959
269127,285042
38185,35852
32936,87274
188474,102528
58553,145570
181247,302089
52905,260203
70559,99530
63786,33421
179191,225785
243266,122665
242713,39233
162218,1666
107099,312759
282978,90847
28937,161092
232813,121657
227636,212954
60504,61151
236095,117513
253686,44149
27167,160123
261059,196460
18431,83918
279489,59993
37728,93221
16629,65730
291163,58604
195329,215342
200517,256750
283475,294996
194027,23717
138500,112969
255152,279909
62612,217782
54336,209885
141881,282284
59539,26594
78320,18866
241637,205847
72571,145388
268616,311625
33965,307511
9610,54640
217402,111953
228412,192006
39759,293194
11376,171978
152117,272028
228054,288613
89021,27420
32369,310821
1270,20433
10024,66516
105436,258488
250452,114146
261052,59789
75221,42695
293724,208162
193131,182834
117137,85930
7569,75197
275291,56316
94981,11755
154144,265327
37588,37435
7242,280850
52975,206672
219944,151496
176351,303034
92115,79757
144853,207357
108793,161641
55539,87241
305163,258631
23098,175693
214559,175899
47119,66565
149864,177702
109776,138562
24137,137919
209064,228191
284852,186533
77886,308303
182766,262792
185385,237508
288647,175091
6898,220496
50404,103150
308291,69801
87053,91612
90243,215982
295558,160158
170294,10275
212417,93760
121244,36695
218263,16586
301226,99772
146584,197769
143637,188627
96257,306116
65995,117792
276727,117380
207440,198576
278672,107149
27968,178054
285159,175741
165840,309812
225292,277925
304219,42851
270428,216683
269187,200744
250091,174440
116830,85734
97644,217367
297359,69511
96061,3061
79278,51521
263198,278635
276455,113934
8253,138561
295963,77846
303856,206097
163922,19519
199981,59576
297886,214139
277271,104594
280756,124435
25677,218334
100610,128960
148791,93813
15743,40840
164447,203889
231481,225267
199316,143466
220497,108459
120788,115223
214981,156147
256096,82244
42779,240811
9160,306377
202359,120268
71740,130777
296283,274379
186690,203496
7872,205969
170880,282597
82736,100548
25798,97749
285107,104336
68368,178506
242160,15954
224812,214049
64103,42521
39571,199138
111329,19731
13161,274858
141565,116415
220124,236221
79589,207284
136069,60961
186374,60950
126070,235062
147027,278720
15499,166508
181489,288865
105422,222390
88266,126959
135510,26865
161959,246852
259322,140994
127317,194975
9719,215692
66357,49819
39696,300214
189858,197517
187350,12071
162471,124142
75530,189351
57989,177513
144017,18209
290311,170678
134732,185551
98397,254723
131388,233938
178264,97619
212829,228368
61640,111310
290836,137560
12014,296433
192088,72279
71752,212917
140718,213789
222222,155015
157797,119749
126980,269821
46673,304401
301899,268806
34539,91095
296397,148545
50652,129459
143578,121150
8388,153661
35453,115481
179747,43297
181967,270025
277937,34246
127835,81222
161781,64994
288962,188724
220769,240173
122863,287620
291592,33240
178261,212258
127886,2366
202087,145685
38290,141157
89828,38491
153658,66253
96136,219335
199171,22407
204469,52843
180046,162092
4846,125036
277905,113210
66022,251652
302981,242789
12790,52560
38758,221274
139784,105932
35967,86894
179753,192570
17761,271296
65812,260742
98077,199787
200192,269381
300937,169081
36706,5274
112531,30252
133266,40048
300019,66334
231623,158278
125618,100738
203322,76878
76573,263505
178385,301668
57638,76914
281750,308559
184582,42583
2953,120456
217165,37975
232335,173055
194551,57990
21167,297404
308108,296246
163662,79527
159157,271976
194037,36371
220727,30289
131549,251417
57743,48590
300315,39031
285781,186940
232985,172737
240528,77335
5595,98037
243314,250625
272623,222729
8371,191116
156563,32710
110610,271246
36186,550
166239,298806
128067,27001
285098,52179
304171,44297
290822,127628
231012,68481
219372,61494
136724,145452
225012,299824
44875,75914
211604,79405
169978,225017
255595,298523
46947,13459
131146,70763
179318,175315
156599,93992
197092,281707
97603,293406
191932,281749
276733,295023
235871,60663
82958,228461
29662,255152
64942,227800
118462,110306
220111,234532
136770,29967
10883,27619
81079,296926
189687,46898
214154,249236
110190,32526
20383,13195
152992,63353
101492,186509
182930,254014
6916,163788
88418,202943
16577,201280
31422,39614
192324,249153
225541,144073
61260,115940
25761,44857
219518,253064
158448,142069
134178,70199
110803,162210
190324,96159
247533,90314
266856,255515
91480,58260
42293,93860
180502,90955
278145,6934
217026,188881
111294,44627
164568,187382
29962,148900
233467,145505
286841,47319
10927,137407
261523,79703
43676,276501
293982,169159
204294,217451
154674,212769
153989,208312
123153,249194
240104,256450
124539,253018
195841,159682
112369,132863
231963,296096
39234,34902
311057,33585
301227,308759
37780,70452
261272,30611
185850,235996
289957,59731
190989,147351
229997,99891
214363,10457
177380,50371
2402,249444
127295,83254
36752,162768
277244,260111
299559,89125
239362,283774
121016,29168
2763,19117
54307,274155
254539,181412
76527,245734
62949,15097
103557,256970
228999,285729
289295,283269
99040,155217
124533,275390
75126,224419
264398,277321
221969,248716
111490,300577
61534,280116
23889,282948
232304,38622
155990,175784
225011,281874
281154,162340
287192,129034
158090,13072
28264,100800
153294,230069
74287,259641
100390,69620
187162,237498
322,284759
169815,205949
72624,159334
226238,106359
59339,3414
93767,10035
257945,294248
265617,105995
121117,181515
23793,121567
79556,232476
36745,272586
121865,9783
195477,101143
119829,176149
65149,152257
97428,220672
89632,145401
95040,160756
195284,306673
60100,265936
66136,281634
277959,226251
289623,261711
31117,126386
94457,249419
195994,191072
96643,60335
87579,238311
98220,119323
224933,11415
99723,45611
247715,126287
49980,5961
240755,190017
283336,110462
107637,237136
18931,94900
182107,86063
301457,64233
96466,165768
181576,134157
49472,248158
194537,111228
219338,221412
304832,276400
82762,111300
276166,91776
298086,258074
51356,218340
241103,914
154454,231604
229818,4996
158578,155616
266225,13777
108493,85934
130285,168911
74820,225216
146090,36181
27001,149320
200143,276215
301436,184372
124031,112753
149887,299531
158127,151185
134516,82235
40190,261302
93557,242580
242615,56634
226065,246680
177876,95120
306714,142593
38784,312252
24046,304385
201578,219262
262426,6188
128919,273951
270214,23326
213143,297852
13154,215271
172745,106005
201672,214173
100969,25524
85443,215669
179516,46512
37243,188681
280301,277243
240523,226365
154239,140960
87915,254335
80198,105741
310164,163250
311170,110140
261657,36738
108126,228774
188496,278029
258787,299990
270065,267269
48864,102282
130222,221277
234924,116143
14132,3519
130795,305769
125440,31571
54729,92018
27957,229228
231942,100305
210847,144172
178319,241499
20957,288403
175663,150845
155191,161515
228747,223610
28674,240969
137156,246667
96748,182892
245979,50144
252059,31013
128858,143467
18391,14508
101074,9016
242261,297784
81222,150676
295181,167943
85928,100597
198042,214253
257153,189000
243716,261401
201608,170172
239715,165680
5822,243754
65134,182959
127567,294506
276719,114650
140615,174997
306493,156279
194142,79791
198638,89149
254028,68354
69581,253798
214287,65072
200963,267367
32351,271464
192700,51120
26804,257851
11565,3123
100339,256789
254810,218715
21225,40360
8594,13149
122379,297946
104114,174846
127441,305311
83624,230616
92202,303095
173151,293092
135703,125020
11382,114854
279472,301183
229650,36066
294175,241727
128578,205707
273487,223342
28657,255892
138993,85781
206067,54087
146749,245379
251955,74081
264532,59862
187449,273209
61692,28445
47443,279430
253412,107735
11045,110960
45875,181805
228779,176999
134729,294734
274714,147319
27239,70818
30962,242907
79492,182786
39227,142589
241968,224898
292034,70239
243701,187450
244484,303764
34271,224387
126385,173413
67167,36725
118542,132548
134591,272072
225797,111600
87075,277112
303747,165456
285606,2898
271560,35917
126082,11013
268044,90191
35447,172015
180477,212152
57,155138
181596,169546
64240,239739
255722,271642
93620,201734
175015,182368
106091,306499
23454,272443
198028,156076
130222,219716
302970,119430
92778,262935
298682,280324
32008,39428
207107,114318
131934,277275
245504,265468
92744,252413
154834,303424
104631,272501
302333,232167
199739,205984
259480,238865
185328,60104
99081,162937
24932,41468
152137,161592
84520,179891
169355,238504
13065,270690
235895,190653
127455,204876
273074,33006
112308,312693
298567,57210
68504,262009
15110,136378
6845,288848
88749,26466
80671,141130
179921,158746
182045,93273
209921,115553
236707,278392
200384,233382
308430,16579
142827,134630
260764,15458
80257,263377
181568,86691
1190,118060
276460,144956
273200,24583
202128,168740
225852,219240
15839,195771
82478,293203
310154,22551
41347,268366
93672,284924
283987,216254
110699,287872
236836,214010
142059,68460
141338,236041
4676,98347
68423,59090
232680,134177
209239,279358
22231,5643
40002,66084
147275,270302
50640,50762
237095,8208
289558,120084
140186,166047
221691,32161
108438,84488
60410,193003
59900,161913
38008,9734
67188,153436
131681,236240
132396,70536
182769,51980
144905,63749
71277,282061
11186,203147
84498,304108
284751,304954
134469,24334
293841,263611
301499,106529
298982,228942
361,9422
222809,280698
137358,229178
239311,262998
277540,227999
248160,140265
28210,182237
240129,254885
132206,175177
209919,298095
304382,32568
61044,113581
121631,254654
258142,223582
206745,105464
106779,173859
192297,58885
18358,274037
95169,76984
79367,24117
108694,46655
48704,77030
50747,307782
174011,289690
260843,106677
87685,297574
306740,136747
79198,306150
11641,113012
185913,303256
251392,77499
102889,180523
31243,272519
148284,105625
97905,234369
201679,146758
27199,82266
106375,103493
200080,171952
298037,290224
38685,139895
206818,206243
64636,239667
180693,96398
260790,125824
4773,264698
158974,68966
310037,265221
14642,285049
278346,50340
155760,243972
65705,85776
98393,40809
4502,208078
165594,262135
16093,52058
45614,207666
179097,290222
195421,269620
258626,229021
250120,296405
246341,180743
247989,55210
282860,62636
201364,15941
249996,235727
235956,281426
21043,269857
84301,274039
266168,124506
20054,79443
232393,62993
99018,20349
37524,303440
110536,260121
197789,1771
205696,210013
43705,36874
306871,183853
37161,135225
198585,241569
74194,244682
135637,184859
210852,205556
144358,192775
227161,130783
207276,140033
251312,202237
156528,57336
145148,286806
214867,73228
55337,246439
111742,14532
117649,43957
253266,269192
74857,278903
164197,86795
52414,293295
24441,14920
113053,197433
175625,129631
307784,19900
75191,11546
309390,243194
262223,131364
38172,287839
97999,56951
204960,272555
92234,56364
301011,233412
23367,214264
126260,250851
95440,152707
205513,304613
211078,52436
60683,71278
86987,27506
57561,312388
118661,304656
295538,63908
52387,122434
5452,189339
53263,113326
198867,287988
109245,29903
259966,73723
114707,242874
282384,145180
5492,302134
107487,152489
141414,288424
282117,13899
254374,304716
298443,42625
79947,254119
237013,46520
288790,261475
193623,231733
19684,270722
99705,116332
72668,26846
217939,144776
303934,24710
260455,178893
258764,282295
61891,105820
132694,130857
161512,2170
246211,112765
141558,45538
266731,294230
181228,201918
242232,306057
4138,245115
35809,39932
249513,311172
48455,302369
6190,86683
79081,83438
209502,184728
33942,29806
89029,202993
105483,131288
204818,46897
257457,216967
149258,122545
206493,102424
7985,221825
189610,11667
224207,121229
150272,234904
176766,195610
16156,44549
198784,264232
186103,17789
225551,257763
255527,13155
140849,277370
22258,146483
164380,268265
32067,197205
305861,291157
30812,162569
112407,204881
138560,248984
101352,50821
176873,279585
306730,260228
43027,121920
299972,231149
236496,1343
21672,149166
124414,67628
26800,101042
71830,136281
238428,264793
164855,260203
284559,165846
283481,202342
267667,136506
170768,234609
303027,166708
165721,175041
288257,218783
49949,32820
59486,261770
284358,43163
131850,200349
113871,265046
61462,167408
6437,254654
65586,6438
107286,217535
39602,220538
291406,125767
176424,182874
79656,11429
209191,229286
48201,291565
53595,300012
175607,249997
264493,218017
163233,303077
87690,200986
269305,219644
158100,24464
225387,73011
215747,298744
94477,204109
180414,183612
134511,62770
157923,167413
6104,240429
59075,215780
8812,125196
294830,217914
142083,215661
47441,45677
198432,68667
214915,230106
180875,34630
301151,240030
46149,67660
149088,255877
271886,9064
234249,186273
289948,129318
209521,123941
88705,147001
133160,62974
72666,230356
48719,251817
155944,135507
27985,251045
271394,36930
136840,53105
18473,293136
34847,265405
170453,267472
90639,258543
118091,28522
178705,87531
103439,225236
85613,114311
265665,40208
81268,20769
67306,260800
80745,295766
280054,78680
114918,254790
284251,190107
307845,253093
185052,244098
6620,139424
38987,268161
33608,186773
142801,304565
56134,213531
37242,299824
210335,229340
171502,76968
52320,127126
229340,184657
103160,104650
256056,214589
40813,10224
212769,258898
198930,33133
192232,248413
64883,303430
234199,36830
242284,266312
116359,74553
6356,24683
35547,65459
169794,96688
163986,123468
284653,89845
14760,116027
195607,294477
131658,222321
293111,74742
35904,70560
100767,256470
240009,303873
113383,141317
243888,292097
81980,308578
38493,105911
124264,299382
185550,154689
95118,239264
308958,5136
305690,254500
22555,49179
289681,30646
264537,258927
